area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  11700,"Asheville, NC","Some college, no degree","4,220",2.2,5.3,16.11,"33,500",2.1,9.92,11.57,14.95,19.47,24.04,"20,630","24,060","31,100","40,500","50,000"
  11700,"Asheville, NC",High school diploma or equivalent,"72,600",37.9,1.4,17.90,"37,230",0.8,10.01,12.40,16.01,21.40,28.16,"20,830","25,800","33,300","44,510","58,560"
  11700,"Asheville, NC",No formal educational credential,"55,340",28.9,1.3,11.78,"24,510",1.4,8.10,8.92,10.62,13.39,17.17,"16,850","18,560","22,090","27,860","35,700"
  12020,"Athens-Clarke County, GA",Doctoral or professional degree,"3,730",4.3,3.3,60.28,"125,370",3.8,24.44,36.32,53.83,72.30,#,"50,830","75,540","111,960","150,370",#
  12020,"Athens-Clarke County, GA",Master's degree,"2,190",2.5,3.0,38.99,"81,100",4.1,16.78,21.98,33.81,48.18,64.25,"34,900","45,710","70,320","100,210","133,640"
  12020,"Athens-Clarke County, GA",Bachelor's degree,"17,370",20.2,3.5,33.20,"69,060",2.1,15.94,22.21,28.35,37.19,53.51,"33,160","46,190","58,970","77,350","111,300"
  12020,"Athens-Clarke County, GA",Associate's degree,"2,350",2.7,6.0,22.90,"47,620",3.0,12.26,16.70,22.92,28.50,33.81,"25,510","34,740","47,670","59,270","70,330"
  12020,"Athens-Clarke County, GA",Postsecondary nondegree award,"4,590",5.3,6.1,18.95,"39,410",2.8,11.12,13.59,17.11,22.39,29.79,"23,130","28,270","35,580","46,570","61,970"
  12020,"Athens-Clarke County, GA","Some college, no degree","2,220",2.6,8.2,14.26,"29,660",5.2,8.07,9.04,11.97,18.22,23.78,"16,790","18,810","24,890","37,900","49,460"
  12020,"Athens-Clarke County, GA",High school diploma or equivalent,"31,070",36.1,2.9,17.70,"36,820",1.6,9.09,11.57,15.85,21.34,28.53,"18,910","24,070","32,960","44,380","59,340"
  12020,"Athens-Clarke County, GA",No formal educational credential,"22,620",26.3,2.3,11.08,"23,060",1.8,7.95,8.58,9.69,12.08,15.21,"16,530","17,840","20,160","25,130","31,630"
  12060,"Atlanta-Sandy Springs-Roswell, GA",Doctoral or professional degree,"58,850",2.2,2.2,63.59,"132,270",3.4,22.85,31.09,49.52,80.96,#,"47,530","64,670","102,990","168,400",#
  12060,"Atlanta-Sandy Springs-Roswell, GA",Master's degree,"43,520",1.7,4.1,37.05,"77,070",2.6,17.40,25.46,35.10,46.57,58.60,"36,190","52,960","73,010","96,870","121,900"
  12060,"Atlanta-Sandy Springs-Roswell, GA",Bachelor's degree,"649,190",24.8,1.0,41.76,"86,860",0.9,18.01,25.36,35.56,50.85,72.43,"37,460","52,740","73,960","105,780","150,660"
  12060,"Atlanta-Sandy Springs-Roswell, GA",Associate's degree,"58,480",2.2,2.6,26.59,"55,300",1.8,12.58,16.98,25.21,33.94,42.26,"26,160","35,330","52,440","70,590","87,900"
  12060,"Atlanta-Sandy Springs-Roswell, GA",Postsecondary nondegree award,"150,400",5.7,2.3,19.74,"41,070",1.6,10.62,13.87,18.41,23.83,30.62,"22,090","28,850","38,290","49,580","63,680"
  12060,"Atlanta-Sandy Springs-Roswell, GA","Some college, no degree","64,190",2.5,2.9,18.70,"38,900",1.7,8.64,11.00,17.12,23.78,30.65,"17,970","22,870","35,600","49,460","63,760"
  12060,"Atlanta-Sandy Springs-Roswell, GA",High school diploma or equivalent,"963,980",36.8,0.8,19.98,"41,560",0.7,9.85,12.75,17.40,24.07,32.39,"20,490","26,510","36,200","50,070","67,360"
  12060,"Atlanta-Sandy Springs-Roswell, GA",No formal educational credential,"630,840",24.1,0.8,11.58,"24,080",0.7,8.02,8.73,10.14,13.00,17.33,"16,680","18,150","21,090","27,050","36,040"
  12100,"Atlantic City-Hammonton, NJ",Doctoral or professional degree,"3,210",2.6,10.8,61.53,"127,990",9.5,28.50,35.07,48.10,74.27,#,"59,270","72,950","100,040","154,490",#
  12100,"Atlantic City-Hammonton, NJ",Master's degree,"2,170",1.7,5.5,44.47,"92,500",3.8,22.14,28.80,43.15,58.08,70.78,"46,050","59,890","89,750","120,810","147,230"
  12100,"Atlantic City-Hammonton, NJ",Bachelor's degree,"20,420",16.3,2.6,40.29,"83,810",2.3,20.62,27.88,36.97,48.01,63.34,"42,880","57,990","76,900","99,870","131,750"
  12100,"Atlantic City-Hammonton, NJ",Associate's degree,"2,140",1.7,7.1,28.80,"59,910",4.4,11.57,20.40,28.66,36.84,45.08,"24,070","42,440","59,610","76,630","93,770"
  12100,"Atlantic City-Hammonton, NJ",Postsecondary nondegree award,"8,320",6.7,5.0,20.86,"43,390",2.6,11.23,13.94,18.58,26.36,33.75,"23,350","28,990","38,650","54,830","70,210"
  12100,"Atlantic City-Hammonton, NJ","Some college, no degree","3,150",2.5,9.7,17.54,"36,480",2.6,10.04,12.59,16.66,21.23,26.86,"20,890","26,180","34,650","44,160","55,860"
  12100,"Atlantic City-Hammonton, NJ",High school diploma or equivalent,"45,330",36.2,2.5,20.24,"42,100",1.5,9.46,12.03,17.29,25.73,35.01,"19,680","25,020","35,950","53,520","72,810"
  12100,"Atlantic City-Hammonton, NJ",No formal educational credential,"40,340",32.3,2.5,13.34,"27,750",1.2,9.05,9.54,11.37,14.71,19.67,"18,830","19,850","23,650","30,600","40,920"
  12220,"Auburn-Opelika, AL",Doctoral or professional degree,"2,790",4.9,2.2,55.33,"115,090",2.9,23.56,34.45,48.73,65.31,96.00,"49,000","71,650","101,360","135,850","199,690"
  12220,"Auburn-Opelika, AL",Master's degree,"1,380",2.4,2.8,41.53,"86,370",4.2,18.69,24.46,35.00,48.76,75.91,"38,870","50,880","72,810","101,430","157,890"
  12220,"Auburn-Opelika, AL",Bachelor's degree,"7,580",13.4,3.0,32.10,"66,780",2.3,16.38,21.43,27.65,37.04,53.42,"34,080","44,570","57,520","77,030","111,120"
  12220,"Auburn-Opelika, AL",Associate's degree,"1,000",1.8,4.5,22.52,"46,850",2.7,13.20,16.58,21.57,27.81,33.94,"27,450","34,490","44,870","57,850","70,600"
  12220,"Auburn-Opelika, AL",Postsecondary nondegree award,"3,140",5.6,4.9,16.57,"34,460",4.4,9.13,10.93,14.40,20.24,25.29,"18,990","22,730","29,950","42,100","52,610"
  12220,"Auburn-Opelika, AL","Some college, no degree","1,310",2.3,10.6,16.28,"33,870",7.6,8.27,9.53,14.20,21.15,28.87,"17,210","19,830","29,530","43,990","60,060"
  12220,"Auburn-Opelika, AL",High school diploma or equivalent,"23,470",41.6,3.2,15.88,"33,020",1.9,8.63,10.36,14.14,18.85,25.54,"17,960","21,540","29,410","39,210","53,130"
  12220,"Auburn-Opelika, AL",No formal educational credential,"15,750",27.9,2.6,10.69,"22,240",1.8,7.91,8.46,9.40,11.65,15.99,"16,450","17,600","19,550","24,230","33,270"
  12260,"Augusta-Richmond County, GA-SC",Doctoral or professional degree,"5,790",2.7,2.2,59.36,"123,460",5.4,19.19,30.01,45.39,75.13,#,"39,920","62,420","94,420","156,270",#
  12260,"Augusta-Richmond County, GA-SC",Master's degree,"3,330",1.5,4.2,37.23,"77,430",5.7,16.58,22.75,34.34,44.77,57.47,"34,490","47,310","71,430","93,110","119,540"
  12260,"Augusta-Richmond County, GA-SC",Bachelor's degree,"44,160",20.2,2.0,35.24,"73,290",2.1,15.73,23.14,31.63,42.16,57.53,"32,720","48,120","65,780","87,690","119,650"
  12260,"Augusta-Richmond County, GA-SC",Associate's degree,"4,830",2.2,4.9,25.45,"52,930",2.8,13.15,17.76,24.98,31.67,38.19,"27,360","36,940","51,960","65,870","79,440"
  12260,"Augusta-Richmond County, GA-SC",Postsecondary nondegree award,"14,690",6.7,2.9,17.65,"36,720",1.7,9.76,12.40,16.53,21.54,27.82,"20,300","25,800","34,390","44,800","57,860"
  12260,"Augusta-Richmond County, GA-SC","Some college, no degree","5,040",2.3,4.7,14.35,"29,840",2.2,8.13,9.18,13.11,17.40,23.48,"16,910","19,100","27,260","36,190","48,830"
  12260,"Augusta-Richmond County, GA-SC",High school diploma or equivalent,"84,130",38.5,1.8,17.98,"37,400",1.6,9.23,11.71,15.93,22.03,29.80,"19,190","24,360","33,140","45,830","61,990"
  12260,"Augusta-Richmond County, GA-SC",No formal educational credential,"56,440",25.8,5.3,11.27,"23,440",2.0,7.94,8.54,9.62,12.53,17.05,"16,510","17,770","20,000","26,070","35,460"
  12420,"Austin-Round Rock, TX",Doctoral or professional degree,"20,770",2.1,4.1,62.34,"129,660",5.5,24.94,33.99,48.76,78.05,#,"51,870","70,690","101,420","162,340",#
  12420,"Austin-Round Rock, TX",Master's degree,"15,700",1.6,4.7,35.53,"73,900",2.5,17.81,24.55,31.57,42.80,59.40,"37,040","51,060","65,660","89,020","123,550"
  12420,"Austin-Round Rock, TX",Bachelor's degree,"255,440",25.6,2.2,41.08,"85,460",2.2,18.36,24.99,34.97,50.92,71.89,"38,180","51,980","72,740","105,910","149,530"
  12420,"Austin-Round Rock, TX",Associate's degree,"27,230",2.7,3.8,27.06,"56,280",1.9,12.95,18.26,25.94,34.27,41.80,"26,940","37,970","53,960","71,270","86,940"
  12420,"Austin-Round Rock, TX",Postsecondary nondegree award,"47,200",4.7,2.5,19.72,"41,020",2.0,10.73,13.83,18.03,24.17,30.95,"22,310","28,760","37,510","50,280","64,370"
  12420,"Austin-Round Rock, TX","Some college, no degree","25,890",2.6,3.8,19.24,"40,020",2.2,10.25,13.30,18.15,23.39,29.46,"21,310","27,650","37,750","48,660","61,280"
  12420,"Austin-Round Rock, TX",High school diploma or equivalent,"368,660",37.0,1.3,20.10,"41,800",0.8,10.20,13.13,17.48,24.11,32.54,"21,210","27,310","36,360","50,160","67,690"
  12420,"Austin-Round Rock, TX",No formal educational credential,"235,650",23.6,1.1,12.40,"25,780",0.8,8.24,9.27,11.22,14.13,18.05,"17,130","19,290","23,330","29,400","37,550"
  12540,"Bakersfield, CA",Doctoral or professional degree,"5,040",1.7,5.9,63.40,"131,870",5.7,24.41,39.76,57.56,78.94,#,"50,780","82,700","119,710","164,190",#
  12540,"Bakersfield, CA",Master's degree,"4,940",1.6,9.6,40.50,"84,240",3.1,17.40,25.50,39.06,53.86,62.97,"36,190","53,050","81,240","112,020","130,970"
  12540,"Bakersfield, CA",Bachelor's degree,"53,070",17.5,2.5,41.69,"86,720",1.7,19.09,27.37,38.63,51.19,63.83,"39,710","56,920","80,350","106,470","132,760"
  12540,"Bakersfield, CA",Associate's degree,"6,590",2.2,4.7,29.98,"62,360",4.8,13.40,18.08,29.20,39.07,48.70,"27,870","37,600","60,740","81,260","101,310"
  12540,"Bakersfield, CA",Postsecondary nondegree award,"17,570",5.8,3.9,21.31,"44,320",2.6,12.27,14.69,19.69,26.24,32.11,"25,520","30,560","40,950","54,580","66,790"
  12540,"Bakersfield, CA","Some college, no degree","7,620",2.5,6.1,17.21,"35,800",1.9,11.27,12.98,15.95,19.69,25.32,"23,430","27,000","33,180","40,950","52,660"
  12540,"Bakersfield, CA",High school diploma or equivalent,"99,290",32.7,1.9,21.23,"44,150",2.1,10.90,12.70,17.86,26.44,37.79,"22,670","26,410","37,150","55,000","78,600"
  12540,"Bakersfield, CA",No formal educational credential,"109,500",36.1,1.4,13.03,"27,100",1.1,10.33,10.55,11.37,12.89,18.42,"21,500","21,940","23,660","26,820","38,320"
  12580,"Baltimore-Columbia-Towson, MD",Doctoral or professional degree,"44,450",3.3,5.6,59.80,"124,380",3.5,21.64,33.42,50.12,75.21,#,"45,010","69,510","104,250","156,440",#
  12580,"Baltimore-Columbia-Towson, MD",Master's degree,"30,540",2.2,2.3,37.85,"78,720",1.9,17.12,23.41,33.91,48.72,61.37,"35,610","48,700","70,530","101,330","127,660"
  12580,"Baltimore-Columbia-Towson, MD",Bachelor's degree,"341,960",25.1,1.2,44.18,"91,900",1.2,20.75,28.15,38.70,53.87,73.80,"43,160","58,540","80,500","112,050","153,500"
  12580,"Baltimore-Columbia-Towson, MD",Associate's degree,"40,160",3.0,3.4,28.15,"58,540",1.9,13.27,19.13,27.31,35.68,44.73,"27,600","39,790","56,810","74,210","93,030"
  12580,"Baltimore-Columbia-Towson, MD",Postsecondary nondegree award,"78,910",5.8,2.5,21.68,"45,100",1.6,12.18,15.13,19.77,26.61,34.14,"25,340","31,460","41,120","55,350","71,020"
  12580,"Baltimore-Columbia-Towson, MD","Some college, no degree","26,910",2.0,3.4,20.36,"42,350",1.5,10.47,14.14,19.26,24.43,30.07,"21,780","29,410","40,070","50,810","62,560"
  12580,"Baltimore-Columbia-Towson, MD",High school diploma or equivalent,"502,190",36.9,0.9,21.46,"44,630",0.9,10.22,13.61,18.87,26.54,35.23,"21,260","28,300","39,240","55,200","73,280"
  12580,"Baltimore-Columbia-Towson, MD",No formal educational credential,"295,210",21.7,1.1,12.92,"26,880",1.0,9.08,9.42,11.04,14.46,19.23,"18,890","19,580","22,970","30,070","40,000"
  70750,"Bangor, ME",Doctoral or professional degree,"2,450",3.8,7.0,58.88,"122,460",11.4,21.29,27.35,40.93,74.07,#,"44,280","56,880","85,140","154,070",#
  70750,"Bangor, ME",Master's degree,"1,840",2.9,4.4,34.31,"71,370",3.2,18.43,22.94,31.19,44.36,55.94,"38,340","47,720","64,870","92,270","116,360"
  70750,"Bangor, ME",Bachelor's degree,"11,860",18.4,4.2,31.27,"65,050",3.4,13.71,21.05,28.53,37.98,49.07,"28,510","43,790","59,330","79,000","102,070"
  70750,"Bangor, ME",Associate's degree,"1,560",2.4,6.2,24.73,"51,440",3.3,14.48,17.80,23.82,29.86,36.75,"30,120","37,030","49,550","62,100","76,450"
  70750,"Bangor, ME",Postsecondary nondegree award,"5,280",8.2,5.4,17.45,"36,310",2.2,11.04,13.23,16.54,20.70,25.42,"22,960","27,520","34,390","43,050","52,880"
  70750,"Bangor, ME","Some college, no degree","1,700",2.6,12.4,16.99,"35,330",2.2,12.03,13.71,16.43,19.17,23.54,"25,020","28,520","34,180","39,880","48,970"
  70750,"Bangor, ME",High school diploma or equivalent,"24,870",38.6,2.6,17.30,"35,980",1.1,10.06,12.10,15.68,20.37,27.07,"20,910","25,180","32,600","42,380","56,300"
  70750,"Bangor, ME",No formal educational credential,"14,880",23.1,2.6,12.04,"25,040",1.1,9.14,9.39,10.54,13.41,17.17,"19,020","19,520","21,930","27,900","35,720"
  70900,"Barnstable Town, MA",Doctoral or professional degree,"2,460",2.4,8.8,58.69,"122,060",5.5,29.50,37.11,48.61,67.46,#,"61,360","77,190","101,110","140,330",#
  70900,"Barnstable Town, MA",Master's degree,"2,370",2.3,7.6,34.48,"71,710",3.6,15.34,21.17,32.07,44.89,56.95,"31,920","44,040","66,700","93,360","118,450"
  70900,"Barnstable Town, MA",Bachelor's degree,"18,560",18.0,3.0,40.02,"83,230",1.8,18.22,26.23,35.40,48.00,63.07,"37,890","54,550","73,620","99,840","131,180"
  70900,"Barnstable Town, MA",Associate's degree,"2,600",2.5,5.5,30.15,"62,710",4.2,13.59,18.83,30.16,40.14,46.91,"28,270","39,180","62,740","83,480","97,580"
  70900,"Barnstable Town, MA",Postsecondary nondegree award,"7,830",7.6,3.6,22.97,"47,770",2.3,12.73,15.76,21.24,28.22,36.23,"26,480","32,780","44,180","58,700","75,350"
  70900,"Barnstable Town, MA","Some college, no degree","2,720",2.6,6.9,19.95,"41,500",2.0,11.37,13.83,19.55,24.43,29.67,"23,660","28,770","40,660","50,810","61,710"
  70900,"Barnstable Town, MA",High school diploma or equivalent,"36,380",35.3,2.7,21.97,"45,700",1.3,11.92,14.40,19.55,27.01,35.40,"24,790","29,950","40,660","56,180","73,630"
  70900,"Barnstable Town, MA",No formal educational credential,"30,190",29.3,2.8,14.91,"31,000",1.2,11.01,11.47,12.86,16.92,21.75,"22,900","23,850","26,750","35,190","45,240"
  12940,"Baton Rouge, LA",Doctoral or professional degree,"7,870",2.0,10.3,54.05,"112,430",3.9,23.21,31.07,45.18,62.80,99.16,"48,280","64,620","93,970","130,630","206,260"
  12940,"Baton Rouge, LA",Master's degree,"7,410",1.9,4.2,30.06,"62,520",2.7,15.76,20.38,27.61,36.90,49.48,"32,770","42,400","57,430","76,760","102,920"
  12940,"Baton Rouge, LA",Bachelor's degree,"70,570",18.0,2.1,34.46,"71,680",1.7,16.98,22.01,28.72,39.55,58.03,"35,310","45,780","59,740","82,260","120,700"
  12940,"Baton Rouge, LA",Associate's degree,"9,050",2.3,4.7,25.13,"52,260",2.2,13.23,17.81,23.50,30.79,38.61,"27,520","37,040","48,870","64,050","80,320"
  12940,"Baton Rouge, LA",Postsecondary nondegree award,"23,370",6.0,3.8,18.20,"37,860",2.2,9.50,12.06,16.43,22.02,29.56,"19,760","25,090","34,180","45,800","61,480"
  12940,"Baton Rouge, LA","Some college, no degree","8,190",2.1,3.8,17.39,"36,170",4.1,8.52,10.26,14.74,20.12,26.78,"17,730","21,350","30,660","41,860","55,710"
  12940,"Baton Rouge, LA",High school diploma or equivalent,"166,960",42.6,1.8,20.09,"41,780",1.3,9.22,12.17,17.32,25.43,34.86,"19,180","25,320","36,020","52,890","72,520"
  12940,"Baton Rouge, LA",No formal educational credential,"98,570",25.1,1.5,11.87,"24,680",2.3,7.95,8.57,9.70,13.30,18.69,"16,530","17,820","20,170","27,670","38,870"
  12980,"Battle Creek, MI",Doctoral or professional degree,950,1.7,17.1,60.06,"124,920",8.4,24.95,31.65,46.05,75.22,#,"51,900","65,830","95,790","156,450",#
  12980,"Battle Creek, MI",Master's degree,"1,150",2.1,10.5,32.23,"67,040",3.6,15.74,20.21,29.44,41.54,50.89,"32,730","42,040","61,240","86,390","105,850"
  12980,"Battle Creek, MI",Bachelor's degree,"11,710",20.9,5.1,37.15,"77,260",3.2,16.51,25.17,33.12,43.22,61.55,"34,350","52,350","68,880","89,890","128,030"
  12980,"Battle Creek, MI",Associate's degree,"1,070",1.9,10.4,23.74,"49,370",2.9,13.29,17.57,23.42,29.21,35.63,"27,650","36,540","48,710","60,760","74,110"
  12980,"Battle Creek, MI",Postsecondary nondegree award,"3,910",7.0,7.7,19.34,"40,230",3.1,11.74,14.02,18.20,23.64,29.30,"24,420","29,170","37,850","49,170","60,950"
  12980,"Battle Creek, MI","Some college, no degree","1,150",2.1,10.6,15.78,"32,830",2.8,9.75,11.47,14.26,18.77,23.76,"20,280","23,860","29,670","39,050","49,420"
  12980,"Battle Creek, MI",High school diploma or equivalent,"24,490",43.7,3.9,19.42,"40,400",2.2,10.07,12.93,17.04,23.66,30.62,"20,940","26,900","35,430","49,200","63,700"
  12980,"Battle Creek, MI",No formal educational credential,"11,550",20.6,4.2,12.35,"25,680",2.0,9.07,9.33,10.42,13.40,18.10,"18,860","19,410","21,680","27,870","37,640"
  13020,"Bay City, MI",Doctoral or professional degree,770,2.3,7.0,50.25,"104,510",6.0,27.50,36.65,44.64,52.28,75.27,"57,190","76,220","92,860","108,740","156,560"
  13020,"Bay City, MI",Master's degree,710,2.1,8.0,30.00,"62,400",2.9,14.26,21.48,28.83,37.08,47.66,"29,670","44,680","59,960","77,120","99,130"
  13020,"Bay City, MI",Bachelor's degree,"5,750",16.9,13.3,35.27,"73,360",5.3,14.74,22.65,32.38,44.10,58.06,"30,650","47,110","67,350","91,720","120,760"
  13020,"Bay City, MI",Associate's degree,610,1.8,8.5,23.62,"49,120",2.7,14.87,19.27,23.23,28.23,31.94,"30,920","40,070","48,320","58,720","66,430"
  13020,"Bay City, MI",Postsecondary nondegree award,"2,980",8.7,7.9,17.73,"36,870",3.8,9.98,12.89,15.97,21.66,28.14,"20,760","26,800","33,210","45,060","58,530"
  13020,"Bay City, MI","Some college, no degree",740,2.2,10.2,14.92,"31,040",2.9,9.18,10.39,14.03,17.67,22.11,"19,080","21,600","29,170","36,760","45,990"
  13020,"Bay City, MI",High school diploma or equivalent,"12,970",38.0,4.1,18.43,"38,340",2.0,9.44,11.25,15.74,22.62,30.64,"19,640","23,390","32,730","47,050","63,730"
  13020,"Bay City, MI",No formal educational credential,"9,570",28.1,4.0,11.49,"23,890",1.4,9.03,9.23,9.78,12.35,16.46,"18,790","19,210","20,340","25,680","34,250"
  13140,"Beaumont-Port Arthur, TX",Doctoral or professional degree,"2,750",1.7,8.6,58.08,"120,800",8.3,17.40,31.13,49.91,73.19,#,"36,180","64,760","103,810","152,230",#
  13140,"Beaumont-Port Arthur, TX",Master's degree,"2,010",1.3,4.3,30.98,"64,440",4.8,12.49,18.65,27.84,38.12,55.63,"25,970","38,790","57,900","79,300","115,710"
  13140,"Beaumont-Port Arthur, TX",Bachelor's degree,"26,620",16.6,3.3,37.89,"78,810",2.9,16.59,22.63,30.77,46.54,67.64,"34,500","47,080","64,000","96,810","140,680"
  13140,"Beaumont-Port Arthur, TX",Associate's degree,"4,460",2.8,6.0,28.19,"58,630",3.2,13.59,18.15,26.06,36.00,46.97,"28,270","37,740","54,200","74,880","97,690"
  13140,"Beaumont-Port Arthur, TX",Postsecondary nondegree award,"9,420",5.9,5.5,20.09,"41,780",2.3,11.14,14.11,18.34,24.05,31.30,"23,170","29,350","38,150","50,030","65,110"
  13140,"Beaumont-Port Arthur, TX","Some college, no degree","3,230",2.0,5.0,16.46,"34,230",3.9,8.25,9.52,14.85,20.86,27.80,"17,160","19,800","30,890","43,400","57,820"
  13140,"Beaumont-Port Arthur, TX",High school diploma or equivalent,"73,940",46.1,2.3,22.15,"46,080",2.2,9.43,12.84,18.72,28.56,38.71,"19,620","26,700","38,940","59,410","80,520"
  13140,"Beaumont-Port Arthur, TX",No formal educational credential,"37,830",23.6,2.5,12.18,"25,340",1.7,8.03,8.73,10.22,14.10,19.09,"16,700","18,150","21,270","29,340","39,710"
  13220,"Beckley, WV",Doctoral or professional degree,"1,110",2.6,13.1,59.58,"123,930",10.9,21.36,28.55,43.15,76.18,#,"44,430","59,370","89,740","158,450",#
  13220,"Beckley, WV",Master's degree,930,2.2,12.4,32.75,"68,120",4.0,16.52,22.16,32.30,40.40,48.13,"34,350","46,080","67,180","84,040","100,110"
  13220,"Beckley, WV",Bachelor's degree,"5,870",13.8,5.5,30.07,"62,540",3.2,15.71,20.35,27.18,35.83,47.81,"32,670","42,340","56,540","74,520","99,450"
  13220,"Beckley, WV",Associate's degree,"1,200",2.8,7.8,21.93,"45,610",3.0,12.12,15.60,21.29,26.14,30.61,"25,200","32,450","44,280","54,380","63,660"
  13220,"Beckley, WV",Postsecondary nondegree award,"3,390",7.9,10.3,15.53,"32,290",2.6,9.86,11.71,14.31,18.19,22.99,"20,510","24,350","29,770","37,840","47,820"
  13220,"Beckley, WV","Some college, no degree",820,1.9,8.6,16.40,"34,110",6.0,9.28,10.98,14.53,21.27,26.51,"19,310","22,840","30,210","44,250","55,130"
  13220,"Beckley, WV",High school diploma or equivalent,"18,540",43.4,2.8,16.67,"34,670",2.5,9.23,10.29,14.04,20.20,28.17,"19,200","21,400","29,200","42,020","58,590"
  13220,"Beckley, WV",No formal educational credential,"10,820",25.4,3.9,11.37,"23,650",1.3,9.08,9.27,9.76,11.82,15.30,"18,890","19,280","20,300","24,580","31,830"
